Label	ID	Track	Strand	Start	Stop	Length	DB XREF	Experiment	Function	Gene	Protein ID	EC_Number	Product	TransL_Table	Locus Tag
whiB1	23384:46:00	NC_000962.gbk: CDS (640113442)	+	3595713	3595967	255	887980		INVOLVED IN TRANSCRIPTIONAL MECHANISM.	whiB1	NP_217735.1		transcriptional regulatory protein WHIB-like WHIB1	11	Rv3219
NC_000962.gbk: CDS	23384:47:00	NC_000962.gbk: CDS (640113442)	-	3596029	3597534	1506	888801	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	SENSOR PART OF A TWO COMPONENT REGULATORY SYSTEM.		NP_217736.1	2.7.3.-	two component sensor kinase	11	Rv3220c
NC_000962.gbk: CDS	23384:49:00	NC_000962.gbk: CDS (640113442)	-	3598051	3598356	306	3205091		BINDS SIGMA FACTOR AND INHIBITS IT. PROBABLY INVOLVED IN SURVIVAL FOLLOWING HEAT SHOCK AND OXIDATIVE STRESS.		YP_177945.1		anti-sigma factor	11	Rv3221A
TB7.3	23384:48:00	NC_000962.gbk: CDS (640113442)	-	3597551	3597766	216	888096		UNKNOWN	TB7.3	NP_217737.1		acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	11	Rv3221c
NC_000962.gbk: CDS	23384:50:00	NC_000962.gbk: CDS (640113442)	-	3598353	3598904	552	887655		UNKNOWN		NP_217738.1		hypothetical protein	11	Rv3222c
sigH	23384:51:00	NC_000962.gbk: CDS (640113442)	-	3598901	3599551	651	888094	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	ALTERNATIVE SIGMA FACTOR THAT PLAYS A ROLE IN THE OXIDATIVE-STRESS RESPONSE (REGULATION OF THIOREDOXIN RECYCLING). THE SIGMA FACTOR IS AN INITIATION FACTOR THAT PROMOTES ATTACHMENT OF THE RNA POLYMERASE TO SPECIFIC INITIATION SITES AND THEN IS RELEASED. T	sigH	NP_217739.1		RNA polymerase sigma factor RpoE	11	Rv3223c
NC_000962.gbk: CDS	23384:52:00	NC_000962.gbk: CDS (640113442)	+	3599851	3600699	849	888852	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_217740.1		short-chain dehydrogenase	11	Rv3224
NC_000962.gbk: CDS	23384:53:00	NC_000962.gbk: CDS (640113442)	+	3600635	3600823	189	3205092		UNKNOWN		YP_177946.1		hypothetical protein	11	Rv3224A
NC_000962.gbk: CDS	23384:54:00	NC_000962.gbk: CDS (640113442)	+	3600801	3601019	219	3205093		UNKNOWN		YP_177947.1		hypothetical protein	11	Rv3224B
NC_000962.gbk: CDS	23384:55:00	NC_000962.gbk: CDS (640113442)	-	3601016	3602440	1425	888804	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217742.1	2.-.-.-	transferase	11	Rv3225c
NC_000962.gbk: CDS	23384:56:00	NC_000962.gbk: CDS (640113442)	-	3602564	3603322	759	888220	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217743.1		hypothetical protein	11	Rv3226c
aroA	23384:57:00	NC_000962.gbk: CDS (640113442)	+	3603377	3604729	1353	888753	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN THE BIOSYNTHESIS OF CHORISMATE WITHIN THE BIOSYNTHESIS OF AROMATIC AMINO ACIDS (THE SHIKIMATE PATHWAY). ACTS IN THE SIXTH STEP OF THIS PATHWAY. [CATALYTIC ACTIVITY: PHOSPHOENOLPYRUVATE + 3-PHOSPHOSHIKIMATE = ORTHOPHOSPHATE + O(5)-(1-CARBOXYVIN	aroA	NP_217744.1	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	11	Rv3227
NC_000962.gbk: CDS	23384:58:00	NC_000962.gbk: CDS (640113442)	+	3604726	3605718	993	888785	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217745.1		hypothetical protein	11	Rv3228
NC_000962.gbk: CDS	23384:59:00	NC_000962.gbk: CDS (640113442)	-	3605751	3607034	1284	888821	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THOUGHT TO BE INVOLVED IN LIPID METABOLISM [CATALYTIC ACTIVITY: LINOLEOYL-CoA + AH(2) + O(2) = GAMMA-LINOLENOYL-CoA + A + 2 H(2)O]		YP_177948.1	1.14.19.3	linoleoyl-CoA desaturase	11	Rv3229c
NC_000962.gbk: CDS	23385:00:00	NC_000962.gbk: CDS (640113442)	-	3607112	3608254	1143	888748	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_217747.1		oxidoreductase	11	Rv3230c
NC_000962.gbk: CDS	23385:01:00	NC_000962.gbk: CDS (640113442)	-	3608364	3608873	510	888749		UNKNOWN		NP_217748.1		hypothetical protein	11	Rv3231c
pvdS	23385:02:00	NC_000962.gbk: CDS (640113442)	-	3608870	3609757	888	888760	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	POSSIBLY INVOLVED IN TRANSCRIPTIONAL MECHANISM (PROBABLY SIGMA FACTOR PROMOTING ATTACHMENT OF THE RNA POLYMERASE TO SPECIFIC INITIATION SITES).	pvdS	NP_217749.1		transcriptional regulatory protein PvdS	11	Rv3232c
NC_000962.gbk: CDS	23385:03:00	NC_000962.gbk: CDS (640113442)	-	3609781	3610371	591	888773		UNKNOWN		NP_217750.1		hypothetical protein	11	Rv3233c
NC_000962.gbk: CDS	23385:04:00	NC_000962.gbk: CDS (640113442)	-	3610374	3611189	816	888767	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217751.1		hypothetical protein	11	Rv3234c
NC_000962.gbk: CDS	23385:05:00	NC_000962.gbk: CDS (640113442)	+	3611300	3611941	642	888862		UNKNOWN		NP_217752.1		hypothetical protein	11	Rv3235
NC_000962.gbk: CDS	23385:06:00	NC_000962.gbk: CDS (640113442)	-	3611959	3613116	1158	888861		PROBABLY INVOLVED IN TRANSPORT OF UNDETERMINATED SUBSTRATE (POSSIBLY CATIONS Na/H) ACROSS THE MEMBRANE. THOUGHT TO BE RESPONSIBLE FOR THE TRANSLOCATION OF THE SUBSTRATE ACROSS THE MEMBRANE.		YP_177949.1		integral membrane transport protein	11	Rv3236c
NC_000962.gbk: CDS	23385:07:00	NC_000962.gbk: CDS (640113442)	-	3613121	3613603	483	888803	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217754.1		hypothetical protein	11	Rv3237c
NC_000962.gbk: CDS	23385:08:00	NC_000962.gbk: CDS (640113442)	-	3613664	3614398	735	888858		UNKNOWN		NP_217755.1		hypothetical protein	11	Rv3238c
NC_000962.gbk: CDS	23385:09:00	NC_000962.gbk: CDS (640113442)	-	3614457	3617603	3147	888856		UNKNOWN, BUT SEEMS INVOLVED IN EFFLUX SYSTEM (PROBABLY SUGAR OR DRUG TRANSPORT).		NP_217756.1		transmembrane transport protein	11	Rv3239c
secA1	23385:10:00	NC_000962.gbk: CDS (640113442)	-	3617682	3620531	2850	888860	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN PROTEIN EXPORT. INTERACTS WITH THE SECY/SECE SUBUNITS. SECA HAS A CENTRAL ROLE IN COUPLING THE HYDROLYSIS OF ATP TO THE TRANSFER OF PRE-SECRETORY PERIPLASMIC AND OUTER MEMBRANE PROTEINS ACROSS THE MEMBRANE.	secA1	YP_177950.1		preprotein translocase subunit SecA	11	Rv3240c
NC_000962.gbk: CDS	23385:11:00	NC_000962.gbk: CDS (640113442)	-	3620610	3621269	660	888849	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT MAY BE INVOLVED IN TRANSDUCTION MECHANISM		NP_217758.2		hypothetical protein	11	Rv3241c
NC_000962.gbk: CDS	23385:12:00	NC_000962.gbk: CDS (640113442)	-	3621570	3622211	642	888757		UNKNOWN		NP_217759.1		hypothetical protein	11	Rv3242c
NC_000962.gbk: CDS	23385:13:00	NC_000962.gbk: CDS (640113442)	-	3622249	3623091	843	888810	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217760.1		hypothetical protein	11	Rv3243c
lpqB	23385:14:00	NC_000962.gbk: CDS (640113442)	-	3623159	3624910	1752	888815	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN	lpqB	NP_217761.1		lipoprotein LpqB	11	Rv3244c
mtrB	23385:15:00	NC_000962.gbk: CDS (640113442)	-	3624910	3626613	1704	888719	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	SENSOR PART OF A TWO COMPONENT REGULATORY SYSTEM.	mtrB	NP_217762.1	2.7.3.-	two component sensory transduction histidine kinase MTRB	11	Rv3245c
mtrA	23385:16:00	NC_000962.gbk: CDS (640113442)	-	3626663	3627349	687	888743	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	TRANSCRIPTIONAL ACTIVATOR PART OF A TWO COMPONENT REGULATORY SYSTEM.	mtrA	NP_217763.1		two component sensory transduction transcriptional regulatory protein MTRA	11	Rv3246c
tmk	23385:17:00	NC_000962.gbk: CDS (640113442)	-	3627419	3628063	645	888740	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	PHOSPHORYLATION OF DTMP TO FORM DTDP IN BOTH DE NOVO AND SALVAGE PATHWAYS OF DTTP SYNTHESIS [CATALYTIC ACTIVITY: ATP + THYMIDINE 5'-PHOSPHATE = ADP + THYMIDINE 5'-DIPHOSPHATE].	tmk	NP_217764.1	2.7.4.9	thymidylate kinase	11	Rv3247c
sahH	23385:18:00	NC_000962.gbk: CDS (640113442)	-	3628160	3629647	1488	888746	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIOESTER HYDROLASE WHICH ACTING ON ETHER BOUNDS. COULD BE INVOLVED IN METHIONINE AND SELENOAMINO ACID METABOLISMS. ALSO INVOLVED IN ACTIVATED METHYL. CYCLE ADENOSYLHOMOCYSTEINE IS A COMPETITIVE INHIBITOR OF S-ADENOSYL-L-METHIONINE-DEPENDENT METHYL TRANSF	sahH	NP_217765.1	3.3.1.1	S-adenosyl-L-homocysteine hydrolase	11	Rv3248c
NC_000962.gbk: CDS	23385:19:00	NC_000962.gbk: CDS (640113442)	-	3629752	3630387	636	888741		PROBABLY INVOLVED IN A TRANSCRIPTIONAL MECHANISM		NP_217766.1		TetR family transcriptional regulator	11	Rv3249c
rubB	23385:20:00	NC_000962.gbk: CDS (640113442)	-	3630384	3630566	183	888744		INVOLVED IN THE HYDROCARBON HYDROXYLATING SYSTEM TO CONVERT CONVERSION OF DODECANE TO LAURIC ACID, WHICH TRANSFERS ELECTRONS FROM NADH TO RUBREDOXIN REDUCTASE AND THEN THROUGH RUBREDOXIN TO ALKANE 1 MONOOXYGENASE.	rubB	NP_217767.1		rubredoxin RubB	11	Rv3250c
rubA	23385:21:00	NC_000962.gbk: CDS (640113442)	-	3630571	3630738	168	888747		INVOLVED IN THE HYDROCARBON HYDROXYLATING SYSTEM, WHICH TRANSFERS ELECTRONS FROM NADH TO RUBREDOXIN REDUCTASE AND THEN THROUGH RUBREDOXIN TO ALKANE 1 MONOOXYGENASE.	rubA	NP_217768.1		rubredoxin RUBA	11	Rv3251c
alkB	23385:22:00	NC_000962.gbk: CDS (640113442)	-	3630738	3631988	1251	888690		THOUGHT TO BE INVOLVED IN FATTY ACID METABOLISM. GENERATES OCTANOL AND OXIDIZED RUBREDOXIN FROM OCTANE AND REDUCED RUBREDOXIN. ALSO HYDROXYLATES FATTY ACIDS IN THE OMEGA-POSITION [CATALYTIC ACTIVITY: OCTANE + REDUCED RUBREDOXIN + (O)2 = 1-OCTANOL + OXIDIZ	alkB	NP_217769.1	1.14.15.3	transmembrane alkane 1-monooxygenase AlkB	11	Rv3252c
NC_000962.gbk: CDS	23385:23:00	NC_000962.gbk: CDS (640113442)	-	3632097	3633584	1488	888739		THOUGHT TO BE INVOLVED IN CATIONIC AMINO ACID TRANSPORT ACROSS THE MEMBRANE. RESPONSIBLE FOR THE TRANSLOCATION OF THE SUBSTRATE ACROSS THE MEMBRANE.		NP_217770.1		cationic amino acid transport integral membrane protein	11	Rv3253c
NC_000962.gbk: CDS	23385:24:00	NC_000962.gbk: CDS (640113442)	+	3633675	3635063	1389	887237	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217771.1		hypothetical protein	11	Rv3254
manA	23385:25:00	NC_000962.gbk: CDS (640113442)	-	3635041	3636267	1227	888698	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS ENZYME CONVERTS D-MANNOSE 6-PHOSPHATE TO D-FRUCTOSE 6-PHOSPHATE [CATALYTIC ACTIVITY: D-MANNOSE 6-PHOSPHATE = D-FRUCTOSE 6-PHOSPHATE].	manA	NP_217772.1	5.3.1.8	mannose-6-phosphate isomerase	11	Rv3255c
NC_000962.gbk: CDS	23385:26:00	NC_000962.gbk: CDS (640113442)	-	3636275	3637315	1041	888696	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217773.1		hypothetical protein	11	Rv3256c
manB	23385:27:00	NC_000962.gbk: CDS (640113442)	-	3637312	3638709	1398	888699	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS ENZYME CONVERSES D-MANNOSE 1-PHOSPHATE IN D-MANNOSE 6-PHOSPHATE [CATALYTIC ACTIVITY: D-MANNOSE 1-PHOSPHATE = D-MANNOSE 6-PHOSPHATE].	manB	NP_217774.1	5.4.2.8	phosphomannomutase	11	Rv3257c
NC_000962.gbk: CDS	23385:28:00	NC_000962.gbk: CDS (640113442)	-	3638811	3639302	492	888694		UNKNOWN		NP_217775.1		hypothetical protein	11	Rv3258c
NC_000962.gbk: CDS	23385:29:00	NC_000962.gbk: CDS (640113442)	+	3639425	3639844	420	888697	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217776.1		hypothetical protein	11	Rv3259
whiB2	23385:30:00	NC_000962.gbk: CDS (640113442)	-	3639872	3640141	270	888687		INVOLVED IN TRANSCRIPTIONAL MECHANISM.	whiB2	NP_217777.1		transcriptional regulatory protein WHIB-like WHIB2	11	Rv3260c
fbiA	23385:31:00	NC_000962.gbk: CDS (640113442)	+	3640543	3641538	996	888701	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	REQUIRED FOR COENZYME F420 PRODUCTION: INVOLVED IN THE CONVERSION OF FO INTO F420.	fbiA	NP_217778.1		LPPG:FO 2-phospho-L-lactate transferase	11	Rv3261
fbiB	23385:32:00	NC_000962.gbk: CDS (640113442)	+	3641535	3642881	1347	888693	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	REQUIRED FOR COENZYME F420 PRODUCTION: INVOLVED IN THE CONVERSION OF FO INTO F420.	fbiB	NP_217779.1		F420-0--gamma-glutamyl ligase	11	Rv3262
NC_000962.gbk: CDS	23385:33:00	NC_000962.gbk: CDS (640113442)	+	3643177	3644838	1662	888691		CAUSES DNA METHYLATION.		NP_217780.1	2.1.1.-	DNA methylase	11	Rv3263
manB	23385:34:00	NC_000962.gbk: CDS (640113442)	-	3644898	3645977	1080	888715	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN GDP-MANNOSE BIOSYNTHESIS AND BIOSYNTHESIS OF NUCLEOTIDE-ACTIVATED GLYCERO-MANNO-HEPTOSE (D-ALPHA-D PATHWAY): GENERATES GDP-MANNOSE AND PHOSPHATE FROM GTP AND ALPHA-D-MANNOSE 1-PHOSPHATE. MANB PRODUCT IS NEEDED FOR ALL MANNOSYL GLYCOLIPIDS AND	manB	YP_177951.1	2.7.7.-	D-alpha-D-mannose-1-phosphate guanylyltransferase	11	Rv3264c
wbbL1	23385:35:00	NC_000962.gbk: CDS (640113442)	-	3645979	3646902	924	888714	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	PROBABLY INVOLVED IN CELL WALL ARABINOGALACTAN LINKER FORMATION: USES DTDP-L-RHAMNOSE AS SUBSTRATE TO INSERT THE RHAMNOSYL RESIDUE INTO THE CELL WALL. SEEMS TO BE ESSENTIAL FOR MYCOBACTERIAL VIABILITY.	wbbL1	YP_177952.2	2.-.-.-	dTDP-rha:a-D-glcnac-diphosphoryl polyprenol, alpha-3-L-rhamnosyl transferase	11	Rv3265c
rmlD	23385:36:00	NC_000962.gbk: CDS (640113442)	-	3646895	3647809	915	888704	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN dTDP-L-RHAMNOSE BIOSYNTHESIS: CONVERTS dTDP-6-DEOXY-L-LYXO-4-HEXULOSE TO dTDP-L-RHAMNOSE WITH THE CONCOMITANT OXIDATION OF NADPH TO NADP+ [CATALYTIC ACTIVITY: dTDP-6-DEOXY-L-LYXO-4-HEXULOSE + NADPH = dTDP-L-RHAMNOSE + NADP+].	rmlD	NP_217783.1		dTDP-6-deoxy-L-lyxo-4-hexulose reductase RmlD	11	Rv3266c
NC_000962.gbk: CDS	23385:37:00	NC_000962.gbk: CDS (640113442)	+	3647885	3649381	1497	888713		UNKNOWN		NP_217784.1		hypothetical protein	11	Rv3267
NC_000962.gbk: CDS	23385:38:00	NC_000962.gbk: CDS (640113442)	+	3649369	3650109	741	888703	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217785.2		hypothetical protein	11	Rv3268
NC_000962.gbk: CDS	23385:39:00	NC_000962.gbk: CDS (640113442)	+	3650234	3650515	282	888709	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN. MAY BE INVOLVED IN A CHAPERONING PROCESS.		NP_217786.1		hypothetical protein	11	Rv3269
ctpC	23385:40:00	NC_000962.gbk: CDS (640113442)	+	3650526	3652682	2157	888705	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	METAL CATION-TRANSPORTING ATPASE; POSSIBLY CATALYZES THE TRANSPORT OF UNDETERMINED METAL CATION WITH THE HYDROLYSE OF ATP [CATALYTIC ACTIVITY: ATP + H(2)O + UNDETERMINATED METAL CATION(IN) = ADP + PHOSPHATE + UNDETERMINATED METAL CATION(OUT)].	ctpC	NP_217787.1	3.6.3.-	metal cation-transporting P-type ATPase C CtpC	11	Rv3270
NC_000962.gbk: CDS	23385:41:00	NC_000962.gbk: CDS (640113442)	-	3652679	3653347	669	888716		UNKNOWN		NP_217788.1		hypothetical protein	11	Rv3271c
NC_000962.gbk: CDS	23385:42:00	NC_000962.gbk: CDS (640113442)	+	3653448	3654632	1185	888702	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217789.1		hypothetical protein	11	Rv3272
NC_000962.gbk: CDS	23385:43:00	NC_000962.gbk: CDS (640113442)	+	3654637	3656931	2295	888700	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	GENERATES CO(2) AND H(2)O FROM H(2)CO(3), AND POSSIBLY INVOLVED IN TRANSPORT OF SULFATE ACROSS THE MEMBRANE.		NP_217790.1	4.2.1.1	transmembrane carbonic anhydrase	11	Rv3273
fadE25	23385:44:00	NC_000962.gbk: CDS (640113442)	-	3656920	3658089	1170	888731	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT INVOLVED IN LIPID DEGRADATION [CATALYTIC ACTIVITY: ACYL-CoA + ETF = 2,3-DEHYDROACYL-CoA + REDUCED ETF].	fadE25	NP_217791.1	1.3.99.-	acyl-CoA dehydrogenase	11	Rv3274c
purE	23385:45:00	NC_000962.gbk: CDS (640113442)	-	3658114	3658638	525	888721	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN PURINE BIOSYNTHESIS (SIXTH STEP). THIS SUBUNIT CAN ALONE TRANSFORM AIR TO CAIR, BUT IN ASSOCIATION WITH PURK, WHICH POSSESSES AN ATPASE ACTIVITY, AN ENZYME COMPLEX IS PRODUCED WHICH IS CAPABLE OF CONVERTING AIR TO CAIR EFFICIENTLY UNDER PHYSIO	purE	NP_217792.1	4.1.1.21	phosphoribosylaminoimidazole carboxylase catalytic subunit	11	Rv3275c
purK	23385:46:00	NC_000962.gbk: CDS (640113442)	-	3658635	3659924	1290	888720	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN PURINE BIOSYNTHESIS (SIXTH STEP). POSSESSES AN ATPASE ACTIVITY THAT IS DEPENDENT ON THE PRESENCE OF AIR (AMINOIMIDAZOLE RIBONUCLEOTIDE). THE ASSOCIATION OF PURK AND PURE PRODUCES AN ENZYME COMPLEX CAPABLE OF CONVERTING AIR TO CAIR EFFICIENTLY	purK	NP_217793.1	4.1.1.21	phosphoribosylaminoimidazole carboxylase ATPase subunit	11	Rv3276c
NC_000962.gbk: CDS	23385:47:00	NC_000962.gbk: CDS (640113442)	+	3659878	3660696	819	888729		UNKNOWN		NP_217794.1		transmembrane protein	11	Rv3277
NC_000962.gbk: CDS	23385:48:00	NC_000962.gbk: CDS (640113442)	-	3660651	3661169	519	888724	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217795.1		transmembrane protein	11	Rv3278c
birA	23385:49:00	NC_000962.gbk: CDS (640113442)	-	3661212	3662012	801	888726	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	BIRA ACTS BOTH AS A BIOTIN-OPERON REPRESSOR AND AS THE ENZYME THAT SYNTHESIZES THE COREPRESSOR, ACETYL-COA:CARBON-DIOXIDE LIGASE. THIS PROTEIN ALSO ACTIVATES BIOTIN TO FORM BIOTINYL-5'-ADENYLATE AND TRANSFERS THE BIOTIN MOIETY TO BIOTIN-ACCEPTING PROTEINS	birA	NP_217796.1	6.3.4.15	biotin--protein ligase	11	Rv3279c
accD5	23385:50:00	NC_000962.gbk: CDS (640113442)	+	3662062	3663708	1647	888725	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	KEY ENZYME IN THE CATABOLIC PATHWAY OF ODD-CHAIN FATTY ACIDS, ISOLEUCINE, THREONINE, METHIONINE, AND VALINE [CATALYTIC ACTIVITY: ATP + PROPIONYL-CoA + CO(2) + H(2)O = ADP + ORTHOPHOSPHATE + METHYLMALONYL-COA.]	accD5	NP_217797.1	6.4.1.3	propionyl-CoA carboxylase subunit beta	11	Rv3280
NC_000962.gbk: CDS	23385:51:00	NC_000962.gbk: CDS (640113442)	+	3663689	3664222	534	888732	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217798.1		hypothetical protein	11	Rv3281
maf	23385:52:00	NC_000962.gbk: CDS (640113442)	+	3664219	3664887	669	888718		UNKNOWN	maf	NP_217799.1		Maf-like protein	11	Rv3282
sseA	23385:53:00	NC_000962.gbk: CDS (640113442)	+	3664928	3665821	894	888717	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	POSSIBLY A SULFOTRANSFERASE INVOLVED IN THE FORMATION OF THIOSULFATE [CATALYTIC ACTIVITY: THIOSULFATE + CYANIDE = SULFITE + THIOCYANATE].	sseA	NP_217800.1	2.8.1.1	thiosulfate sulfurtransferase	11	Rv3283
NC_000962.gbk: CDS	23385:54:00	NC_000962.gbk: CDS (640113442)	+	3665818	3666249	432	887966	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217801.1		hypothetical protein	11	Rv3284
accA3	23385:55:00	NC_000962.gbk: CDS (640113442)	+	3666357	3668159	1803	887912	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN LONG-CHAIN FATTY ACID SYNTHESIS (AT THE FIRST STEP). CARRIES TWO FUNCTIONS: BIOTIN CARBOXYL CARRIER PROTEIN AND BIOTIN CARBOXYLTRANSFERASE [CATALYTIC ACTIVITY: ATP + BIOTIN-CARBOXYL-CARRIER PROTEIN + CO(2) = ADP + ORTHOPHOSPHATE + CARBOXYBIOTI	accA3	NP_217802.1	6.3.4.14	acetyl-coenzyme A carboxylase subunit alpha	11	Rv3285
sigF	23385:56:00	NC_000962.gbk: CDS (640113442)	-	3668169	3668954	786	888727	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THE SIGMA FACTOR IS AN INITIATION FACTOR THAT PROMOTES ATTACHMENT OF THE RNA POLYMERASE TO SPECIFIC INITIATION SITES AND THEN IS RELEASED. THOUGHT TO BE INVOLVED IN SURVIVAL AND PROLIFERATION IN LUNG GRANULOMAS DURING INFECTION. THOUGHT TO BE INVOLVED IN	sigF	NP_217803.1		RNA polymerase sigma factor SigF	11	Rv3286c
rsbW	23385:57:00	NC_000962.gbk: CDS (640113442)	-	3668951	3669457	507	887977	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	BINDS TO SIGMA AND BLOCKS ITS ABILITY TO FORM AN RNA POLYMERASE HOLOENZYME. REGULATES NEGATIVELY SIGF|Rv3286c, AND NEGATIVELY REGULATED BY Rv1365c|RSFA AND Rv3687C|RSFB.	rsbW	NP_217804.3		anti-sigma factor rsbW (sigma negative effector)	11	Rv3287c
usfY	23385:58:00	NC_000962.gbk: CDS (640113442)	-	3669586	3669999	414	888735	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN	usfY	NP_217805.1		hypothetical protein	11	Rv3288c
NC_000962.gbk: CDS	23385:59:00	NC_000962.gbk: CDS (640113442)	-	3670034	3670411	378	888736		UNKNOWN		NP_217806.1		transmembrane protein	11	Rv3289c
lat	23386:00:00	NC_000962.gbk: CDS (640113442)	-	3670445	3671794	1350	887904	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	POSSIBLY INVOLVED IN L-ALPHA-AMINOADIPIC ACID (L-AAA) BIOSYNTHESIS. CATALYZES THE TRANSFER OF THE TERMINAL AMINO GROUP OF L-LYSINE OR L-ORNITHINE TO ALPHA-KETOGLUTARATE [CATALYTIC ACTIVITY: L-LYSINE + 2-OXOGLUTARATE = 2-AMINOADIPATE 6-SEMIALDEHYDE + L-GLU	lat	NP_217807.1	2.6.1.36	L-lysine aminotransferase	11	Rv3290c
NC_000962.gbk: CDS	23386:01:00	NC_000962.gbk: CDS (640113442)	-	3671845	3672297	453	888728	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TRANSCRIPTIONAL MECHANISM.		NP_217808.1		AsnC family transcriptional regulator	11	Rv3291c
NC_000962.gbk: CDS	23386:02:00	NC_000962.gbk: CDS (640113442)	+	3672328	3673575	1248	888734	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_217809.1		hypothetical protein	11	Rv3292
pcd	23386:03:00	NC_000962.gbk: CDS (640113442)	+	3673602	3675086	1485	888733	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN L-ALPHA-AMINOADIPIC ACID (L-AAA) BIOSYNTHESIS (IN THE SECOND STEP; THE FIRST STEP IS PROMOTED BY LAT ENZYME.	pcd	YP_177953.1	1.5.-.-	piperideine-6-carboxilic acid dehydrogenase	11	Rv3293
NC_000962.gbk: CDS	23386:04:00	NC_000962.gbk: CDS (640113442)	-	3675186	3675995	810	3205051		UNKNOWN		YP_177954.1		hypothetical protein	11	Rv3294c
NC_000962.gbk: CDS	23386:05:00	NC_000962.gbk: CDS (640113442)	+	3676066	3676731	666	887180	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TRANSCRIPTIONAL MECHANISM.		NP_217812.1		TetR family transcriptional regulator	11	Rv3295
