Genome	Accession	Locus Tag	RefSeq Locus Tag	Annotation	Feature Type	Start	End	Length	Strand	Protein ID	AA Length	Gene Symbol	Product	Pseudo Gene	Bound Moiety	AntiCodon	
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3698	Rv3310	PATRIC	CDS	3697258	3698097	840	+		279		Possible acid phosphatase (EC 3.1.3.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3699	Rv3311	PATRIC	CDS	3698121	3699383	1263	+		420		FIG026501: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3700	Rv3312c	PATRIC	CDS	3699404	3700330	927	-		308		Hydrolase, alpha/beta hydrolase fold family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3701		PATRIC	CDS	3700356	3700526	171	-		56		FIG00820553: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3702	Rv3312A	PATRIC	CDS	3700705	3701016	312	-		103		SECRETED PROTEIN ANTIGEN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3703	Rv3313c	PATRIC	CDS	3701087	3702184	1098	-		365	add	Adenosine deaminase (EC 3.5.4.4)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3704	Rv3314c	PATRIC	CDS	3702184	3703467	1284	-		427	deoA	Thymidine phosphorylase (EC 2.4.2.4)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3705	Rv3315c	PATRIC	CDS	3703464	3703844	381	-		126	cdd	Cytidine deaminase (EC 3.5.4.5)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3706	Rv3316	PATRIC	CDS	3704102	3704440	339	+		112	sdhC	Succinate dehydrogenase cytochrome b-556 subunit				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3707	Rv3317	PATRIC	CDS	3704422	3704871	450	+		149	sdhD	Succinate dehydrogenase hydrophobic membrane anchor protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3708	Rv3318	PATRIC	CDS	3705024	3706772	1749	+		582	sdhA	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3709	Rv3319	PATRIC	CDS	3706772	3707563	792	+		263	sdhB	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3710	Rv3320c	PATRIC	CDS	3707642	3708070	429	-		142		Toxin 1, PIN domain				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3711	Rv3321c	PATRIC	CDS	3708074	3708316	243	-		80		DNA-binding protein, CopG family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3712	Rv3322c	PATRIC	CDS	3708438	3709070	633	-		210		Possible methyltransferase (EC 2.1.1.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3713	Rv3323c	PATRIC	CDS	3709049	3709714	666	-		221	moaX	Molybdenum cofactor biosynthesis protein MoaD / Molybdenum cofactor biosynthesis protein MoaE				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3714	Rv3324c	PATRIC	CDS	3709715	3710248	534	-		177	moaC	Molybdenum cofactor biosynthesis protein MoaC				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3715		PATRIC	CDS	3710245	3710397	153	-		50		Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3716	Rv3325	PATRIC	CDS	3710433	3710759	327	+		108		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3717	Rv3326	PATRIC	CDS	3710810	3711694	885	+		294		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3718	Rv3327	PATRIC	CDS	3711749	3713461	1713	+		570		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3719	Rv3328c	PATRIC	CDS	3713394	3714341	948	-		315	sigJ	putative RNA polymerase sigma factor				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3720	Rv3329	PATRIC	CDS	3714392	3715708	1317	+		438		Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3721	Rv3330	PATRIC	CDS	3715816	3716994	1179	+		392	dacB1	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3722		PATRIC	CDS	3716991	3717218	228	-		75		FIG00822519: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3723	Rv3331	PATRIC	CDS	3717315	3718598	1284	+		427	sugI	Sugar-transport integral membrane proteinSugI				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3724	Rv3332	PATRIC	CDS	3718595	3719746	1152	+		383	nagA	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3725	Rv3333c	PATRIC	CDS	3719937	3720782	846	-		281		Hydroxyproline-rich glycoprotein DZ-HRGP precursor				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3726	Rv3334	PATRIC	CDS	3721257	3721697	441	+		146		Mercuric resistance operon regulatory protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3727	Rv3335c	PATRIC	CDS	3721731	3722600	870	-		289		putative membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3728	Rv3336c	PATRIC	CDS	3722621	3723631	1011	-		336	trpS	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3729	Rv3338	PATRIC	CDS	3723916	3724548	633	+		210		Alpha/beta hydrolase family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3730	Rv3339c	PATRIC	CDS	3724615	3725844	1230	-		409	icd1	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3731		PATRIC	CDS	3725884	3726096	213	-		70		FIG00822939: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3732	Rv3340	PATRIC	CDS	3726127	3727476	1350	+		449	metC	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3733	Rv3341	PATRIC	CDS	3727488	3728627	1140	+		379	metX	Homoserine O-acetyltransferase (EC 2.3.1.31)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3734	Rv3342	PATRIC	CDS	3728624	3729355	732	+		243		Methyltransferase (EC 2.1.1.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3735	Rv3343c	PATRIC	CDS	3729364	3736920	7557	-		2518	PPE54	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3736	Rv3344c	PATRIC	CDS	3736984	3738000	1017	-		338	PE_PGRS49	PE_PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3737	Rv3345c	PATRIC	CDS	3738158	3742768	4611	-		1536	PE_PGRS50	COG0536: GTP-binding protein Obg				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3738	Rv3346c	PATRIC	CDS	3743198	3743455	258	-		85		FIG00824676: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3739	Rv3347c	PATRIC	CDS	3743711	3753184	9474	-		3157	PPE55	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3740	Rv3348	PATRIC	CDS	3753765	3754256	492	+		163		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3741	Rv3349c	PATRIC	CDS	3754293	3755033	741	-		246		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3742		PATRIC	CDS	3755234	3755365	132	-		43		FIG00822332: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3743		PATRIC	CDS	3755328	3755564	237	-		78		ISMsm4, transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3744	Rv3350c	PATRIC	CDS	3755952	3767129	11178	-		3725	PPE56	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3745	Rv3351c	PATRIC	CDS	3767346	3768140	795	-		264		probable oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3746	Rv3352c	PATRIC	CDS	3768222	3768593	372	-		123		probable oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3747	Rv3353c	PATRIC	CDS	3768736	3768996	261	-		86		probable oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3748	Rv3354	PATRIC	CDS	3769111	3769500	390	+		129		Possible lipoprotein LprJ				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3749	Rv3355c	PATRIC	CDS	3769514	3769801	288	-		95		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3750	Rv3356c	PATRIC	CDS	3769804	3770721	918	-		305	folD	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3751	Rv3357	PATRIC	CDS	3770773	3771048	276	+		91		YefM protein (antitoxin to YoeB)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3752	Rv3358	PATRIC	CDS	3771045	3771302	258	+		85		YoeB toxin protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3753	Rv3359	PATRIC	CDS	3771374	3772534	1161	+		386		NADH:flavin oxidoreductases, Old Yellow Enzyme family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3754	Rv3360	PATRIC	CDS	3772672	3773019	348	+		115		ABC transporter ATP-binding protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3755	Rv3361c	PATRIC	CDS	3773016	3773567	552	-		183		pentapeptide repeat family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3756	Rv3362c	PATRIC	CDS	3773574	3774155	582	-		193		Putative ATP/GTP-binding protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3757	Rv3363c	PATRIC	CDS	3774136	3774525	390	-		129		FIG00995222: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3758	Rv3364c	PATRIC	CDS	3774482	3774862	381	-		126		FIG01121836: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3759	Rv3365c	PATRIC	CDS	3774871	3777501	2631	-		876		putative sensor-like histidine kinase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3760	Rv3366	PATRIC	CDS	3777737	3778201	465	+		154	spoU	tRNA/rRNA methylase SpoU				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3761	Rv3367	PATRIC	CDS	3778541	3780334	1794	+		597	PE_PGRS51	PE_PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3762	Rv3368c	PATRIC	CDS	3780335	3780979	645	-		214		putative oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3763	Rv3369	PATRIC	CDS	3781002	3781412	411	+		136		FIG00820233: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3764	Rv3370c	PATRIC	CDS	3781501	3784731	3231	-		1076	dnaE2	DNA polymerase III alpha subunit (EC 2.7.7.7)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3765	Rv3371	PATRIC	CDS	3784932	3786272	1341	+		446		Wax ester synthase/acyl-CoA:diacylglycerol acyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3766	Rv3372	PATRIC	CDS	3786314	3787489	1176	+		391	otsB2	Trehalose-6-phosphate phosphatase (EC 3.1.3.12)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3767		PATRIC	CDS	3787486	3787647	162	+		53		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3768	Rv3373	PATRIC	CDS	3787741	3788367	627	+		208	echA18	Enoyl-CoA hydratase (EC 4.2.1.17)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3769	Rv3374	PATRIC	CDS	3788371	3788616	246	+		81	echA18.1	Enoyl-CoA hydratase (EC 4.2.1.17)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3770	Rv3375	PATRIC	CDS	3788621	3790048	1428	+		475	amiD	Glutamyl-tRNA(Gln) amidotransferase subunit A-like protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3771	Rv3376	PATRIC	CDS	3790156	3790809	654	+		217		Hydrolase, haloacid dehalogenase-like family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3772	Rv3377c	PATRIC	CDS	3790848	3792446	1599	-		532		Ent-copalyl diphosphate synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3773	Rv3378c	PATRIC	CDS	3792358	3793248	891	-		296		FIG00820088: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3774	Rv3379c	PATRIC	CDS	3793257	3794702	1446	-		481	dxs2	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3775		PATRIC	CDS	3794812	3795030	219	-		72		1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3776	Rv3380c	PATRIC	CDS	3795100	3795984	885	-		294		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3777	Rv3381c	PATRIC	CDS	3796035	3796361	327	-		108		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3778	Rv3382c	PATRIC	CDS	3796448	3797455	1008	-		335	lytB1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3779	Rv3383c	PATRIC	CDS	3797437	3798390	954	-		317	idsB	Octaprenyl-diphosphate synthase (EC 2.5.1.-) / Dimethylallyltransferase (EC 2.5.1.1) / Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10) / Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3780	Rv3384c	PATRIC	CDS	3799243	3799635	393	-		130		FIG00822190: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3781	Rv3385c	PATRIC	CDS	3799635	3799901	267	-		88		FIG00821458: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3782	Rv3386	PATRIC	CDS	3800017	3800796	780	+		259		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3783	Rv3387	PATRIC	CDS	3800894	3801463	570	+		189		PROBABLE TRANSPOSASE				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3784	Rv3388	PATRIC	CDS	3801653	3803848	2196	+		731	PE_PGRS52	PE_PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3785	Rv3389c	PATRIC	CDS	3803919	3804791	873	-		290		Enoyl-CoA hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3786	Rv3390	PATRIC	CDS	3804910	3805575	666	+		221	lpqD	Lipoprotein LpqD				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3787	Rv3391	PATRIC	CDS	3805621	3807573	1953	+		650	acrA1	Oxidoreductase, short-chain dehydrogenase/reductase family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3788	Rv3392c	PATRIC	CDS	3807574	3808437	864	-		287	cmaA1	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3789	Rv3393	PATRIC	CDS	3808461	3809387	927	+		308	iunH	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3790	Rv3394c	PATRIC	CDS	3809442	3810989	1548	-		515		DNA polymerase-like protein PA0670				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3791	Rv3395c	PATRIC	CDS	3811022	3811636	615	-		204		FIG00821108: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3792	Rv3395A	PATRIC	CDS	3811635	3812345	711	+		236		PROBABLE MEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3793	Rv3396c	PATRIC	CDS	3812501	3814078	1578	-		525	guaA	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3794	Rv3397c	PATRIC	CDS	3814090	3814998	909	-		302	phyA	Phytoene synthase (EC 2.5.1.32)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3795	Rv3398c	PATRIC	CDS	3815027	3815908	882	-		293	idsA1	Dimethylallyltransferase (EC 2.5.1.1); Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10); Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3796	Rv3399	PATRIC	CDS	3816255	3817175	921	+		306		O-Methyltransferase involved in polyketide biosynthesis				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3797	Rv3400	PATRIC	CDS	3817284	3818027	744	+		247		Trehalose-6-phosphate phosphatase (EC 3.1.3.12)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3798	Rv3401	PATRIC	CDS	3818042	3820402	2361	+		786		Maltose phosphorylase (EC 2.4.1.8) / Trehalose phosphorylase (EC 2.4.1.64)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3799	Rv3402c	PATRIC	CDS	3820653	3821819	1167	-		388		DegT/DnrJ/EryC1 family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3800	Rv3403c	PATRIC	CDS	3822262	3823836	1575	-		524		Zn-dependent hydrolases, including glyoxylases				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3801	Rv3404c	PATRIC	CDS	3823880	3824584	705	-		234		Methionyl-tRNA formyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3802	Rv3405c	PATRIC	CDS	3824702	3825235	534	-		177		Transcriptional regulator, TetR family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3803	Rv3406	PATRIC	CDS	3825330	3826217	888	+		295		Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3804	Rv3407	PATRIC	CDS	3826375	3826551	177	+		58		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3806	Rv3409c	PATRIC	CDS	3826991	3828727	1737	-		578	choD	Cholesterol oxidase (EC 1.1.3.6)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3807	Rv3410c	PATRIC	CDS	3828783	3829910	1128	-		375	guaB3	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3808	Rv3411c	PATRIC	CDS	3829930	3831507	1578	-		525	guaB2	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3809	Rv3412	PATRIC	CDS	3831726	3832136	411	+		136		FIG00820793: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3810	Rv3413c	PATRIC	CDS	3832146	3833045	900	-		299		FIG00997706: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3811	Rv3414c	PATRIC	CDS	3833038	3833613	576	-		191	sigD	RNA polymerase sigma-70 factor				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3812	Rv3415c	PATRIC	CDS	3833694	3834485	792	-		263		FIG00996157: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3813	Rv3416	PATRIC	CDS	3834892	3835200	309	+		102	whiB3	Sporulation regulatory protein WhiD				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3814	Rv3417c	PATRIC	CDS	3835272	3836891	1620	-		539	groEL	Heat shock protein 60 family chaperone GroEL				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3815	Rv3418c	PATRIC	CDS	3836986	3837288	303	-		100	groES	Heat shock protein 60 family co-chaperone GroES				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3816	Rv3419c	PATRIC	CDS	3837555	3838577	1023	-		340	gcp	YgjD/Kae1/Qri7 family, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3817	Rv3420c	PATRIC	CDS	3838586	3839062	477	-		158	rimI	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3819	Rv3422c	PATRIC	CDS	3839691	3840197	507	-		168		ATPase YjeE, predicted to have essential role in cell wall biosynthesis				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3820	Rv3423c	PATRIC	CDS	3840194	3841420	1227	-		408	alr	Alanine racemase (EC 5.1.1.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3821	Rv3424c	PATRIC	CDS	3841714	3842076	363	-		120		FIG00820905: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3822	Rv3425	PATRIC	CDS	3842305	3842769	465	+		154	PPE57	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3823		PATRIC	CDS	3842754	3842882	129	-		42		FIG00826075: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3824		PATRIC	CDS	3842879	3842998	120	-		39		FIG00821367: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3825	Rv3426	PATRIC	CDS	3843036	3843734	699	+		232	PPE58	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3826	Rv3427c	PATRIC	CDS	3843885	3844640	756	-		251		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3827	Rv3428c	PATRIC	CDS	3844738	3845970	1233	-		410		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3828		PATRIC	CDS	3846053	3846250	198	-		65		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3829		PATRIC	CDS	3846682	3847002	321	-		106		FIG00820905: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3830	Rv3429	PATRIC	CDS	3847165	3847701	537	+		178	PPE59	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3831	Rv3430c	PATRIC	CDS	3847642	3848805	1164	-		387		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3832		PATRIC	CDS	3848844	3848999	156	-		51		FIG00822099: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3833		PATRIC	CDS	3849024	3849188	165	-		54		FIG00825126: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3834	Rv3431c	PATRIC	CDS	3849294	3850139	846	-		281		Transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3835	Rv3432c	PATRIC	CDS	3850372	3851754	1383	-		460	gadB	Glutamate decarboxylase (EC 4.1.1.15)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3836	Rv3433c	PATRIC	CDS	3851792	3853213	1422	-		473		NAD(P)HX epimerase / NAD(P)HX dehydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3837	Rv3434c	PATRIC	CDS	3853215	3853913	699	-		232		POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3838	Rv3435c	PATRIC	CDS	3853939	3854754	816	-		271		PROBABLE CONSERVED TRANSMEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3839		PATRIC	CDS	3854798	3854959	162	-		53		FIG00820835: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3840	Rv3436c	PATRIC	CDS	3855015	3856889	1875	-		624	glmS	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3841	Rv3437	PATRIC	CDS	3856986	3857387	402	+		133		POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3842	Rv3438	PATRIC	CDS	3857397	3858239	843	+		280		FIG00996653: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3843	Rv3439c	PATRIC	CDS	3858259	3859662	1404	-		467		Conserved alanine and proline rich protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3844	Rv3440c	PATRIC	CDS	3859665	3859976	312	-		103		FIG00820542: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3845	Rv3441c	PATRIC	CDS	3860024	3861370	1347	-		448	mrsA	Phosphoglucosamine mutase (EC 5.4.2.10)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3846	Rv3442c	PATRIC	CDS	3861495	3861950	456	-		151	rpsI	SSU ribosomal protein S9p (S16e)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3847	Rv3443c	PATRIC	CDS	3861947	3862390	444	-		147	rplM	LSU ribosomal protein L13p (L13Ae)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3848	Rv3444c	PATRIC	CDS	3862624	3862911	288	-		95	esxT	probable secreted protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_3849	Rv3445c	PATRIC	CDS	3862947	3863264	318	-		105	esxU	ESAT-6 like protein EsxU				
